,genes,logFC,,PValue,FDR,log10p,sig
2987,Migut.B01742.v2.0,0.288488467,4.288380202,0.245663585,0.511265032,0.609659214,FALSE
2365,Migut.B01120.v2.0,-0.293133594,4.598032752,0.245705811,0.511265032,0.609584573,FALSE
9991,Migut.F00983.v2.0,0.195535937,6.369055275,0.245832669,0.511393461,0.609360404,FALSE
23529,Migut.M01785.v2.0,-0.358413225,4.226519826,0.245873443,0.511393461,0.609288377,FALSE
18933,Migut.K00761.v2.0,0.222660052,5.68982358,0.246296476,0.512025298,0.608541802,FALSE
7273,Migut.E00094.v2.0,-0.451961077,4.93139118,0.246342015,0.512025298,0.60846151,FALSE
23897,Migut.N00114.v2.0,0.284036495,5.240244197,0.246359611,0.512025298,0.60843049,FALSE
24124,Migut.N00341.v2.0,0.356940686,8.276769466,0.246389309,0.512025298,0.60837814,FALSE
16450,Migut.J00173.v2.0,0.406458664,4.564872678,0.247046224,0.513279989,0.607221779,FALSE
17176,Migut.J00899.v2.0,-0.338931768,4.552491714,0.247140831,0.513366102,0.607055497,FALSE
18903,Migut.K00731.v2.0,-0.257304273,4.209838246,0.247870474,0.514771004,0.605775202,FALSE
7563,Migut.E00384.v2.0,0.211125197,5.438358264,0.248050359,0.515033824,0.605460141,FALSE
8100,Migut.E00921.v2.0,0.356646116,3.912431884,0.248375448,0.515373014,0.604891336,FALSE
25267,Migut.N01484.v2.0,0.22026839,4.960195876,0.248392199,0.515373014,0.604862048,FALSE
27062,Migut.N03279.v2.0,-0.223855479,12.40357946,0.248412024,0.515373014,0.604827386,FALSE
26127,Migut.N02344.v2.0,0.260213966,4.312540088,0.248456483,0.515373014,0.604749667,FALSE
14929,Migut.H02427.v2.0,-0.571012561,3.979436279,0.248519668,0.515373014,0.604639235,FALSE
26439,Migut.N02656.v2.0,-0.323369543,6.007953877,0.248533926,0.515373014,0.604614319,FALSE
12504,Migut.H00002.v2.0,-0.227057519,6.335401541,0.248604453,0.515408588,0.604491097,FALSE
18572,Migut.K00400.v2.0,0.37989738,4.531456907,0.248710739,0.515518267,0.604305462,FALSE
13877,Migut.H01375.v2.0,-0.343830953,4.175026173,0.248776515,0.515543949,0.604190621,FALSE
4917,Migut.D00337.v2.0,-0.57228113,3.72334302,0.24884631,0.515577948,0.604068795,FALSE
17335,Migut.J01058.v2.0,-0.219354694,4.908493294,0.248997934,0.515781436,0.603804256,FALSE
16818,Migut.J00541.v2.0,-0.344658151,4.129343968,0.249169489,0.516026112,0.603505138,FALSE
3911,Migut.C00743.v2.0,-0.302842029,5.371679636,0.249264614,0.516083583,0.60333937,FALSE
3819,Migut.C00651.v2.0,-0.569667257,4.434154617,0.249304123,0.516083583,0.60327054,FALSE
166,Migut.A00166.v2.0,-0.316323964,5.300827041,0.249396033,0.516163201,0.603110458,FALSE
5555,Migut.D00975.v2.0,0.797532308,5.352157105,0.249548635,0.516368366,0.602844802,FALSE
17664,Migut.J01387.v2.0,0.309158765,5.164434426,0.249801397,0.516599011,0.602405137,FALSE
7641,Migut.E00462.v2.0,-0.241490359,5.778165389,0.249802916,0.516599011,0.602402497,FALSE
9527,Migut.F00519.v2.0,-0.363357633,4.040191574,0.249829929,0.516599011,0.602355536,FALSE
23104,Migut.M01360.v2.0,0.267878288,7.317623485,0.249931435,0.516599011,0.602179116,FALSE
18413,Migut.K00241.v2.0,-0.320341033,5.126772498,0.249942623,0.516599011,0.602159677,FALSE
4676,Migut.D00096.v2.0,0.519033134,4.120959189,0.249981069,0.516599011,0.60209288,FALSE
25409,Migut.N01626.v2.0,0.230993262,4.44119755,0.250177496,0.516894326,0.601751759,FALSE
27477,Migut.O00318.v2.0,0.28569693,6.459976055,0.250482557,0.517413915,0.601222512,FALSE
23672,Migut.M01928.v2.0,-0.393547754,4.682911012,0.250680689,0.51771245,0.600879119,FALSE
13180,Migut.H00678.v2.0,-0.240073188,5.247389983,0.250806318,0.517752414,0.600661528,FALSE
19878,Migut.L00189.v2.0,0.254010558,6.092009217,0.250820444,0.517752414,0.600637068,FALSE
13601,Migut.H01099.v2.0,0.245248176,5.886057336,0.250890847,0.517752414,0.600515183,FALSE
5254,Migut.D00674.v2.0,-0.291195612,4.649729148,0.250961765,0.517752414,0.60039244,FALSE
8283,Migut.E01104.v2.0,0.237690927,5.264181881,0.250968111,0.517752414,0.600381458,FALSE
15897,Migut.I00836.v2.0,0.240435827,4.933004796,0.251349271,0.518428004,0.599722369,FALSE
12369,Migut.G01219.v2.0,-0.671137685,4.670138431,0.251523652,0.518676896,0.59942117,FALSE
21658,Migut.L01969.v2.0,0.244849575,5.068074712,0.251896898,0.519275619,0.59877718,FALSE
9586,Migut.F00578.v2.0,-0.220218767,8.281829057,0.251922567,0.519275619,0.598732927,FALSE
12621,Migut.H00119.v2.0,0.402021222,4.181342323,0.252061668,0.519275619,0.598493195,FALSE
1333,Migut.B00088.v2.0,0.219032453,9.318144133,0.252072997,0.519275619,0.598473674,FALSE
10160,Migut.F01152.v2.0,0.235287356,5.306694068,0.252082852,0.519275619,0.598456697,FALSE
14199,Migut.H01697.v2.0,0.4843296,6.153218874,0.252454711,0.519765682,0.59781652,FALSE
446,Migut.A00446.v2.0,0.513931002,3.603955456,0.25246977,0.519765682,0.597790616,FALSE
11822,Migut.G00672.v2.0,-0.205923628,4.262690947,0.252505325,0.519765682,0.597729459,FALSE
4271,Migut.C01103.v2.0,-0.202442386,5.946716101,0.252536044,0.519765682,0.597676626,FALSE
13516,Migut.H01014.v2.0,0.380099968,8.341942104,0.252717473,0.520028263,0.597364729,FALSE
20467,Migut.L00778.v2.0,-0.261861657,5.369222845,0.252807333,0.520034979,0.597210333,FALSE
1127,Migut.A01127.v2.0,0.339707934,5.113964123,0.252828438,0.520034979,0.597174079,FALSE
23964,Migut.N00181.v2.0,0.290558047,5.334914828,0.253071129,0.520379054,0.596757398,FALSE
16358,Migut.J00081.v2.0,0.200864733,5.391978391,0.253103491,0.520379054,0.596701864,FALSE
21156,Migut.L01467.v2.0,-0.693541406,3.798658288,0.253234592,0.520537772,0.59647697,FALSE
5585,Migut.D01005.v2.0,-0.279272598,5.152659076,0.253512822,0.520998792,0.59600007,FALSE
11397,Migut.G00247.v2.0,-0.255226582,4.84994413,0.253675982,0.521223182,0.59572065,FALSE
23049,Migut.M01305.v2.0,-0.25474804,4.438879648,0.253791044,0.521302174,0.595523708,FALSE
429,Migut.A00429.v2.0,-0.267532127,5.736291924,0.25382239,0.521302174,0.595470071,FALSE
19810,Migut.L00121.v2.0,-0.322978131,4.622367907,0.254024876,0.521607109,0.595123751,FALSE
13330,Migut.H00828.v2.0,-0.222832549,5.492006804,0.254101894,0.521654335,0.594992097,FALSE
11938,Migut.G00788.v2.0,-0.257479618,6.084689399,0.254231381,0.521731252,0.594770844,FALSE
9515,Migut.F00507.v2.0,0.526914775,4.102020413,0.254247414,0.521731252,0.594743456,FALSE
8256,Migut.E01077.v2.0,0.221209265,5.204551973,0.254617694,0.522082726,0.59411142,FALSE
14021,Migut.H01519.v2.0,0.298427348,6.181465359,0.254628466,0.522082726,0.594093047,FALSE
12319,Migut.G01169.v2.0,-0.372116901,5.043678634,0.254635071,0.522082726,0.594081781,FALSE
23185,Migut.M01441.v2.0,-0.385827217,4.618787543,0.254699581,0.522082726,0.59397177,FALSE
8663,Migut.E01484.v2.0,0.220100001,4.132047012,0.254728621,0.522082726,0.593922256,FALSE
23146,Migut.M01402.v2.0,0.618719913,6.407516591,0.254743068,0.522082726,0.593897626,FALSE
22911,Migut.M01167.v2.0,-0.292500149,5.578963919,0.254840539,0.52217167,0.593731485,FALSE
21182,Migut.L01493.v2.0,0.313046984,4.655086012,0.254961855,0.522309425,0.59352479,FALSE
23475,Migut.M01731.v2.0,0.353070275,5.033951576,0.255131089,0.522532306,0.593236617,FALSE
4359,Migut.C01191.v2.0,-0.235533038,6.113605421,0.255178871,0.522532306,0.593155288,FALSE
13626,Migut.H01124.v2.0,0.261256513,5.04286183,0.255296552,0.522660282,0.59295505,FALSE
23711,Migut.M01967.v2.0,0.491499219,4.892573717,0.255349613,0.522660282,0.592864796,FALSE
11401,Migut.G00251.v2.0,-0.175719929,5.49945799,0.255426316,0.522706493,0.59273436,FALSE
3674,Migut.C00506.v2.0,0.249425287,5.761437234,0.255504496,0.522755702,0.592601454,FALSE
26411,Migut.N02628.v2.0,-0.370226857,4.867589667,0.255753176,0.523153658,0.592178964,FALSE
9688,Migut.F00680.v2.0,-0.268629649,5.961405984,0.255873612,0.523289172,0.591974501,FALSE
21990,Migut.M00246.v2.0,0.221942004,9.01896837,0.255976676,0.523389109,0.591799604,FALSE
3156,Migut.B01911.v2.0,-0.296237199,5.943125634,0.256055908,0.523440285,0.591665199,FALSE
18647,Migut.K00475.v2.0,0.292610561,4.504486497,0.256287728,0.5238033,0.591272189,FALSE
17407,Migut.J01130.v2.0,0.18308684,7.162359187,0.256346765,0.523806119,0.591172159,FALSE
25206,Migut.N01423.v2.0,-0.45689247,4.642372559,0.25639759,0.523806119,0.591086062,FALSE
25379,Migut.N01596.v2.0,-0.181590568,5.776883613,0.256466501,0.523836082,0.590969354,FALSE
1426,Migut.B00181.v2.0,-0.247927658,5.446571055,0.256712377,0.523965441,0.590553193,FALSE
9830,Migut.F00822.v2.0,-0.400674713,4.55852023,0.256717109,0.523965441,0.590545187,FALSE
14297,Migut.H01795.v2.0,-0.308659918,4.687819022,0.256776638,0.523965441,0.590444492,FALSE
24215,Migut.N00432.v2.0,-0.438648286,4.791220254,0.256795264,0.523965441,0.59041299,FALSE
771,Migut.A00771.v2.0,0.169534774,4.899730088,0.256801122,0.523965441,0.590403084,FALSE
26787,Migut.N03004.v2.0,0.215543949,7.000746542,0.256964945,0.524188947,0.590126118,FALSE
13402,Migut.H00900.v2.0,-0.505833383,4.809262629,0.257019453,0.52418941,0.590034005,FALSE
1172,Migut.A01172.v2.0,-0.191365193,6.954679103,0.257522091,0.525044668,0.589185509,FALSE
7112,Migut.D02532.v2.0,-0.414754609,4.631867482,0.25754754,0.525044668,0.589142594,FALSE
14292,Migut.H01790.v2.0,-0.324111698,6.824825864,0.257803796,0.525456154,0.588710693,FALSE
1026,Migut.A01026.v2.0,0.463116732,4.573870756,0.258302405,0.526361325,0.587871551,FALSE
19056,Migut.K00884.v2.0,0.599789026,4.682317967,0.258382412,0.52638796,0.587737052,FALSE
22954,Migut.M01210.v2.0,-0.299859574,4.729251312,0.258446024,0.52638796,0.587630145,FALSE
7379,Migut.E00200.v2.0,-0.551862462,4.172315741,0.258479,0.52638796,0.587574734,FALSE
2593,Migut.B01348.v2.0,0.259319847,5.099016949,0.258602253,0.526527927,0.587367696,FALSE
8284,Migut.E01105.v2.0,-0.472691197,4.658704632,0.258727015,0.52657156,0.587158221,FALSE
5025,Migut.D00445.v2.0,-0.249519568,5.669241342,0.258732738,0.52657156,0.587148615,FALSE
27304,Migut.O00145.v2.0,0.4181161,4.997402141,0.258804218,0.526606055,0.58702865,FALSE
2776,Migut.B01531.v2.0,-0.294859508,5.786597749,0.258978501,0.52684967,0.586736287,FALSE
5772,Migut.D01192.v2.0,-0.236474015,11.34440307,0.259108444,0.526926616,0.586518433,FALSE
21293,Migut.L01604.v2.0,0.331219934,6.583886066,0.259125453,0.526926616,0.586489926,FALSE
20558,Migut.L00869.v2.0,0.30082794,4.582043077,0.259307774,0.527122239,0.586184463,FALSE
12108,Migut.G00958.v2.0,-0.305009302,3.987827981,0.259526795,0.527122239,0.585817796,FALSE
19780,Migut.L00091.v2.0,-0.347663302,4.134105684,0.25958195,0.527122239,0.585725509,FALSE
5704,Migut.D01124.v2.0,0.727085061,6.325697116,0.259607227,0.527122239,0.585683221,FALSE
24575,Migut.N00792.v2.0,-0.258884254,5.744059697,0.259629846,0.527122239,0.585645385,FALSE
21625,Migut.L01936.v2.0,0.222322703,5.773749044,0.259659226,0.527122239,0.585596242,FALSE
25625,Migut.N01842.v2.0,0.247470376,5.174025838,0.259688921,0.527122239,0.585546578,FALSE
16260,Migut.I01199.v2.0,0.235497876,8.164664356,0.259716323,0.527122239,0.585500754,FALSE
8722,Migut.E01543.v2.0,-0.456682314,3.96822377,0.259762871,0.527122239,0.585422924,FALSE
16492,Migut.J00215.v2.0,0.280172604,4.836044951,0.259767499,0.527122239,0.585415188,FALSE
15244,Migut.I00183.v2.0,0.315570069,5.913867196,0.259854573,0.527188154,0.585269636,FALSE
16744,Migut.J00467.v2.0,-0.154291478,5.58921035,0.25999467,0.527361589,0.585035555,FALSE
13885,Migut.H01383.v2.0,-0.238648755,5.496818282,0.260150516,0.527529808,0.584775309,FALSE
10757,Migut.F01749.v2.0,0.283279579,4.487998177,0.260186857,0.527529808,0.584714645,FALSE
13307,Migut.H00805.v2.0,0.431997528,5.568634621,0.260425712,0.527903254,0.584316139,FALSE
12623,Migut.H00121.v2.0,0.312692514,8.015544931,0.260620503,0.528116632,0.583991421,FALSE
5149,Migut.D00569.v2.0,-0.801711704,4.531370076,0.260692796,0.528116632,0.583870971,FALSE
17184,Migut.J00907.v2.0,0.303639665,8.711008222,0.260695038,0.528116632,0.583867234,FALSE
7983,Migut.E00804.v2.0,-0.440132556,5.218860072,0.260929992,0.528481739,0.583475999,FALSE
23496,Migut.M01752.v2.0,-0.527940427,4.703900818,0.261131286,0.528710388,0.583141093,FALSE
17078,Migut.J00801.v2.0,0.296327177,5.653924212,0.261159305,0.528710388,0.583094496,FALSE
12051,Migut.G00901.v2.0,-0.254010141,5.589200798,0.26125659,0.528710388,0.582932745,FALSE
21576,Migut.L01887.v2.0,-0.45769272,7.305283369,0.26126188,0.528710388,0.582923953,FALSE
12510,Migut.H00008.v2.0,-0.315975004,5.132640514,0.261394343,0.528779898,0.582703816,FALSE
10507,Migut.F01499.v2.0,0.225644577,4.058210401,0.26140574,0.528779898,0.58268488,FALSE
3504,Migut.C00336.v2.0,-0.42587107,5.628622504,0.261678745,0.529221285,0.582231553,FALSE
9292,Migut.F00284.v2.0,0.449862158,6.725136785,0.261901718,0.529454873,0.581861652,FALSE
18170,Migut.J01893.v2.0,0.354959388,5.675755168,0.261903896,0.529454873,0.58185804,FALSE
17251,Migut.J00974.v2.0,-0.245169137,5.981718002,0.261995862,0.529479668,0.581705568,FALSE
9681,Migut.F00673.v2.0,-0.280844032,5.016067173,0.262078217,0.529479668,0.581569074,FALSE
2284,Migut.B01039.v2.0,-0.244850169,5.421493128,0.262080647,0.529479668,0.581565047,FALSE
14202,Migut.H01700.v2.0,0.275285215,12.98194464,0.262167642,0.529544638,0.581420913,FALSE
3701,Migut.C00533.v2.0,0.340460208,8.184657776,0.26226711,0.529634772,0.581256169,FALSE
4894,Migut.D00314.v2.0,0.371592167,5.167086622,0.262492489,0.529809026,0.58088312,FALSE
5154,Migut.D00574.v2.0,-0.2937604,5.081019873,0.262529451,0.529809026,0.580821969,FALSE
10799,Migut.F01791.v2.0,-0.338639245,4.952668257,0.262547322,0.529809026,0.580792406,FALSE
4488,Migut.C01320.v2.0,-0.301125026,6.059388787,0.262585825,0.529809026,0.580728722,FALSE
10452,Migut.F01444.v2.0,-0.321765029,4.263589252,0.262667103,0.529809026,0.580594317,FALSE
17106,Migut.J00829.v2.0,0.272922373,5.118416454,0.262682574,0.529809026,0.580568737,FALSE
1261,Migut.B00016.v2.0,-0.326623953,4.265641853,0.262774262,0.529883284,0.580417175,FALSE
4750,Migut.D00170.v2.0,0.576045003,8.069506068,0.262978133,0.53018368,0.580080362,FALSE
21385,Migut.L01696.v2.0,-0.281718468,8.488558919,0.263113493,0.530345858,0.579856879,FALSE
9002,Migut.E01823.v2.0,0.230186254,6.196246471,0.263219899,0.530449618,0.579681281,FALSE
15399,Migut.I00338.v2.0,-0.229269776,5.452726951,0.2633987,0.530699197,0.579386372,FALSE
3251,Migut.C00083.v2.0,-0.434084321,6.445927159,0.263457093,0.530706121,0.579290105,FALSE
13644,Migut.H01142.v2.0,-0.442921577,7.432750462,0.263620488,0.530816909,0.57902084,FALSE
23002,Migut.M01258.v2.0,0.192438578,5.6290198,0.263622025,0.530816909,0.579018308,FALSE
25021,Migut.N01238.v2.0,-0.426970083,4.32588195,0.263694402,0.530851958,0.578899089,FALSE
613,Migut.A00613.v2.0,0.557100299,7.965315529,0.263797599,0.530949023,0.578729162,FALSE
5041,Migut.D00461.v2.0,0.277698555,6.594795487,0.264046467,0.531339182,0.578319639,FALSE
9036,Migut.F00028.v2.0,-0.282150532,4.122359772,0.264216105,0.531569776,0.578040715,FALSE
17225,Migut.J00948.v2.0,-0.485118927,8.157311199,0.264399497,0.53179218,0.577739375,FALSE
6919,Migut.D02339.v2.0,0.353742,4.544058678,0.264538621,0.53179218,0.577510914,FALSE
3745,Migut.C00577.v2.0,0.498842978,5.687768828,0.26454056,0.53179218,0.577507731,FALSE
11571,Migut.G00421.v2.0,0.214118534,5.04338284,0.264546923,0.53179218,0.577497286,FALSE
19612,Migut.K01440.v2.0,0.337000063,4.486415757,0.264659603,0.531907968,0.577312343,FALSE
12767,Migut.H00265.v2.0,-0.341484547,4.302455609,0.264715162,0.531908931,0.577221183,FALSE
5623,Migut.D01043.v2.0,0.306983579,8.295376913,0.265051172,0.532473303,0.576670271,FALSE
21256,Migut.L01567.v2.0,0.419171745,13.15885694,0.265118075,0.532496931,0.576560663,FALSE
428,Migut.A00428.v2.0,0.559193908,5.146944827,0.265180702,0.532511965,0.576458084,FALSE
5608,Migut.D01028.v2.0,0.623792143,5.860556851,0.265633233,0.533309799,0.575717592,FALSE
21261,Migut.L01572.v2.0,0.803273716,3.878559875,0.265693925,0.533320771,0.575618376,FALSE
24444,Migut.N00661.v2.0,-0.211495892,5.562563427,0.266058668,0.533865449,0.575022587,FALSE
25160,Migut.N01377.v2.0,-0.189911014,4.397191639,0.266075842,0.533865449,0.574994555,FALSE
26978,Migut.N03195.v2.0,-0.229489223,5.824181227,0.266479904,0.534433814,0.574335537,FALSE
18331,Migut.K00159.v2.0,0.284045906,4.525404175,0.266573279,0.534433814,0.574183385,FALSE
16673,Migut.J00396.v2.0,-0.207290721,5.271147967,0.266602651,0.534433814,0.574135536,FALSE
3044,Migut.B01799.v2.0,-0.28364276,4.229455858,0.266645558,0.534433814,0.574065647,FALSE
9703,Migut.F00695.v2.0,-0.356914289,5.935455683,0.266674432,0.534433814,0.574018622,FALSE
14579,Migut.H02077.v2.0,1.830960763,3.586459056,0.266812352,0.534433814,0.573794069,FALSE
21378,Migut.L01689.v2.0,-0.444084778,3.789522864,0.266860102,0.534433814,0.573716352,FALSE
27308,Migut.O00149.v2.0,0.599244536,6.267493554,0.266861277,0.534433814,0.573714441,FALSE
14067,Migut.H01565.v2.0,-0.429250042,5.456488065,0.266879595,0.534433814,0.573684629,FALSE
3538,Migut.C00370.v2.0,-0.21017263,5.004036417,0.266912528,0.534433814,0.573631041,FALSE
2435,Migut.B01190.v2.0,-0.231923209,5.330486515,0.267188445,0.534875376,0.573182327,FALSE
3612,Migut.C00444.v2.0,0.364321041,4.845582916,0.267246406,0.534880528,0.573088126,FALSE
21253,Migut.L01564.v2.0,0.229357885,5.116513148,0.267447822,0.535082142,0.572760934,FALSE
12698,Migut.H00196.v2.0,0.645277929,4.177323092,0.267457958,0.535082142,0.572744475,FALSE
23191,Migut.M01447.v2.0,0.297395445,5.085470569,0.267598804,0.535171506,0.572515832,FALSE
21456,Migut.L01767.v2.0,0.260802672,5.479331707,0.267613462,0.535171506,0.572492044,FALSE
4289,Migut.C01121.v2.0,-0.280222499,6.146411232,0.267710443,0.535254607,0.572334686,FALSE
6757,Migut.D02177.v2.0,0.457567458,5.293552738,0.268106083,0.535924954,0.571693332,FALSE
25437,Migut.N01654.v2.0,-0.208467021,7.09880111,0.268156713,0.535924954,0.571611327,FALSE
4542,Migut.C01374.v2.0,-0.251329944,5.541191932,0.268232572,0.535965642,0.571488486,FALSE
161,Migut.A00161.v2.0,0.215154335,7.507967231,0.268349458,0.536088274,0.571299277,FALSE
11166,Migut.G00016.v2.0,-0.474745724,3.891001541,0.268473851,0.536115,0.571098008,FALSE
165,Migut.A00165.v2.0,-0.599990561,4.321213327,0.268521176,0.536115,0.571021459,FALSE
18473,Migut.K00301.v2.0,0.427021437,5.7995111,0.268529383,0.536115,0.571008185,FALSE
24704,Migut.N00921.v2.0,0.288925941,4.919703783,0.268709611,0.536363934,0.5707168,FALSE
26162,Migut.N02379.v2.0,0.451155786,4.214103834,0.268956384,0.536745567,0.570318143,FALSE
23114,Migut.M01370.v2.0,0.288852519,4.837084063,0.269050889,0.536772223,0.570165568,FALSE
16530,Migut.J00253.v2.0,0.336769344,4.742992645,0.269134712,0.536772223,0.570030285,FALSE
9067,Migut.F00059.v2.0,-0.233610236,8.632957921,0.269136492,0.536772223,0.570027413,FALSE
19236,Migut.K01064.v2.0,0.299094077,5.014360021,0.269506888,0.537386251,0.569430131,FALSE
21851,Migut.M00107.v2.0,0.257512201,6.531261929,0.269609256,0.537386251,0.569265202,FALSE
21997,Migut.M00253.v2.0,-0.240252933,6.03489273,0.269611306,0.537386251,0.569261899,FALSE
21591,Migut.L01902.v2.0,0.275503521,5.025192524,0.269753448,0.537508056,0.569032995,FALSE
8369,Migut.E01190.v2.0,-0.268683783,6.48592212,0.269783737,0.537508056,0.568984234,FALSE
18590,Migut.K00418.v2.0,0.384977814,4.657115588,0.270043382,0.537914385,0.568566462,FALSE
10193,Migut.F01185.v2.0,-0.286422043,6.120328407,0.270177477,0.538070509,0.568350858,FALSE
1985,Migut.B00740.v2.0,-0.216105569,8.452632756,0.270492971,0.538587758,0.567844015,FALSE
14289,Migut.H01787.v2.0,-0.232754261,5.141315403,0.270616395,0.538722434,0.567645896,FALSE
21051,Migut.L01362.v2.0,0.386189971,4.478005161,0.270861717,0.53909967,0.567252373,FALSE
6000,Migut.D01420.v2.0,0.721602432,5.958568737,0.271241386,0.539744089,0.566644045,FALSE
8770,Migut.E01591.v2.0,-0.226086866,4.655748138,0.271318105,0.539785525,0.566521226,FALSE
8537,Migut.E01358.v2.0,1.403260627,3.894713391,0.271397716,0.539832696,0.566393812,FALSE
7979,Migut.E00800.v2.0,0.230949644,5.780513213,0.27196143,0.540747125,0.565492684,FALSE
217,Migut.A00217.v2.0,0.361089869,5.943080742,0.27196943,0.540747125,0.565479909,FALSE
9283,Migut.F00275.v2.0,0.226020769,5.96849133,0.272072006,0.54083972,0.565316141,FALSE
24010,Migut.N00227.v2.0,-0.295716215,4.35430877,0.272141859,0.540867242,0.565204653,FALSE
25071,Migut.N01288.v2.0,0.396940694,4.628894875,0.272324617,0.541043403,0.564913099,FALSE
18071,Migut.J01794.v2.0,-0.451353963,4.990539205,0.272342548,0.541043403,0.564884504,FALSE
1782,Migut.B00537.v2.0,0.285027152,5.484787177,0.272428308,0.541102462,0.564747767,FALSE
25591,Migut.N01808.v2.0,0.21424191,6.719641807,0.272859824,0.541848101,0.564060406,FALSE
18392,Migut.K00220.v2.0,0.241769213,4.277047358,0.272990011,0.541890101,0.563853244,FALSE
11673,Migut.G00523.v2.0,-0.219935725,6.221298751,0.272993201,0.541890101,0.563848169,FALSE
9982,Migut.F00974.v2.0,0.208241268,4.871503417,0.273061124,0.541913538,0.563740126,FALSE
