,genes,logFC,,PValue,FDR,log10p,sig
3315,Migut.C00147.v2.0,-0.38024577,4.602615262,0.215698676,0.476768623,0.666152521,FALSE
4548,Migut.C01380.v2.0,-0.309695437,5.920187777,0.215899109,0.476993295,0.665749151,FALSE
5944,Migut.D01364.v2.0,1.056474117,4.744845584,0.215951313,0.476993295,0.665644151,FALSE
12511,Migut.H00009.v2.0,-0.639172524,3.815186628,0.215960083,0.476993295,0.665626514,FALSE
21981,Migut.M00237.v2.0,-0.249025284,11.76444158,0.215997896,0.476993295,0.66555048,FALSE
15755,Migut.I00694.v2.0,-0.487335154,4.309419104,0.21622797,0.47703032,0.66508813,FALSE
18489,Migut.K00317.v2.0,-0.259087457,5.855502233,0.216275715,0.47703032,0.664992245,FALSE
26048,Migut.N02265.v2.0,-0.330292891,6.068550593,0.216336376,0.47703032,0.664870449,FALSE
25812,Migut.N02029.v2.0,-0.30019959,4.780056156,0.21634259,0.47703032,0.664857975,FALSE
7575,Migut.E00396.v2.0,-0.278287709,8.221676129,0.216376962,0.47703032,0.664788981,FALSE
17890,Migut.J01613.v2.0,0.342011973,4.095603591,0.216379012,0.47703032,0.664784866,FALSE
10099,Migut.F01091.v2.0,0.283748443,6.994012088,0.216428157,0.47703032,0.66468624,FALSE
18199,Migut.K00027.v2.0,-0.208073319,6.561102444,0.216467001,0.47703032,0.6646083,FALSE
10055,Migut.F01047.v2.0,-0.332825444,5.392020233,0.21647532,0.47703032,0.66459161,FALSE
15731,Migut.I00670.v2.0,0.201522843,7.369037353,0.216538469,0.47703032,0.664464939,FALSE
5246,Migut.D00666.v2.0,0.230112732,6.335306061,0.216558033,0.47703032,0.664425702,FALSE
24750,Migut.N00967.v2.0,-0.387418904,4.173482931,0.216688512,0.477208884,0.664164114,FALSE
27398,Migut.O00239.v2.0,0.307167402,6.303818565,0.216828198,0.477407639,0.66388424,FALSE
6938,Migut.D02358.v2.0,0.431815843,6.600873149,0.217092547,0.477880722,0.663355086,FALSE
14024,Migut.H01522.v2.0,-0.245978431,4.11632069,0.217222122,0.478056981,0.663095948,FALSE
3758,Migut.C00590.v2.0,0.325861954,5.258980029,0.217282609,0.478081147,0.662975033,FALSE
2824,Migut.B01579.v2.0,0.490717996,4.835771133,0.217375268,0.478084341,0.66278987,FALSE
15085,Migut.I00024.v2.0,0.503549622,4.916914446,0.217383073,0.478084341,0.662774275,FALSE
21366,Migut.L01677.v2.0,0.393365771,4.119800261,0.217483655,0.478196644,0.662573376,FALSE
245,Migut.A00245.v2.0,-0.204735643,5.002301693,0.217650041,0.478453549,0.662241248,FALSE
4641,Migut.D00061.v2.0,-0.217511241,6.145905128,0.217701006,0.478456672,0.662139563,FALSE
4584,Migut.D00004.v2.0,0.31543108,7.211056072,0.217881345,0.478564438,0.661779952,FALSE
2151,Migut.B00906.v2.0,0.298522836,6.172405622,0.217933683,0.478564438,0.661675642,FALSE
3897,Migut.C00729.v2.0,0.28643368,4.851050578,0.217949568,0.478564438,0.661643987,FALSE
23793,Migut.N00010.v2.0,0.295322079,5.145656821,0.217969146,0.478564438,0.661604977,FALSE
25723,Migut.N01940.v2.0,0.286889929,5.49927116,0.218041515,0.478564438,0.66146081,FALSE
24339,Migut.N00556.v2.0,0.4303693,4.647354097,0.218095234,0.478564438,0.661353825,FALSE
21425,Migut.L01736.v2.0,-0.277352356,5.452982763,0.218096934,0.478564438,0.66135044,FALSE
13073,Migut.H00571.v2.0,-0.362874986,4.964349494,0.218249087,0.478789512,0.661047564,FALSE
21065,Migut.L01376.v2.0,-0.266182705,6.621683323,0.218318461,0.478821669,0.660909539,FALSE
6065,Migut.D01485.v2.0,-0.304975382,5.248648115,0.218377565,0.478821669,0.660791981,FALSE
20878,Migut.L01189.v2.0,-0.331760578,6.141712872,0.218417367,0.478821669,0.660712832,FALSE
21101,Migut.L01412.v2.0,0.283801231,5.395243477,0.218462076,0.478821669,0.660623943,FALSE
16411,Migut.J00134.v2.0,-0.24153937,4.540256333,0.21853035,0.478862626,0.660488238,FALSE
10778,Migut.F01770.v2.0,-0.274476404,7.058593256,0.218619524,0.478894319,0.660311056,FALSE
13280,Migut.H00778.v2.0,-0.309650659,5.561452739,0.218643994,0.478894319,0.660262447,FALSE
26419,Migut.N02636.v2.0,-0.244730023,6.065112583,0.218760446,0.478978379,0.6600312,FALSE
13776,Migut.H01274.v2.0,-0.779620615,3.892492264,0.218781571,0.478978379,0.659989263,FALSE
3651,Migut.C00483.v2.0,0.576929234,5.230804027,0.21889361,0.479115048,0.659766917,FALSE
829,Migut.A00829.v2.0,-0.454200576,11.12259894,0.219283018,0.479835412,0.658995001,FALSE
14715,Migut.H02213.v2.0,-0.31904325,4.67874418,0.219322099,0.479835412,0.658917607,FALSE
17099,Migut.J00822.v2.0,0.519997299,3.939988657,0.219388499,0.479871966,0.658786144,FALSE
2955,Migut.B01710.v2.0,0.335716128,5.305451146,0.219443336,0.47988322,0.658677602,FALSE
24408,Migut.N00625.v2.0,0.259192451,5.870886151,0.219501525,0.479901795,0.658562458,FALSE
18044,Migut.J01767.v2.0,0.276618457,6.486258195,0.219567597,0.479937594,0.65843175,FALSE
18067,Migut.J01790.v2.0,-0.272452313,4.923604393,0.219622072,0.479948032,0.658324015,FALSE
2913,Migut.B01668.v2.0,0.589151965,6.689014912,0.219678087,0.479961829,0.658213262,FALSE
17966,Migut.J01689.v2.0,0.364482306,5.877593196,0.219781673,0.480079534,0.658008525,FALSE
8633,Migut.E01454.v2.0,-0.271272099,6.620381545,0.219959378,0.480359048,0.657657518,FALSE
6365,Migut.D01785.v2.0,-0.367546621,6.908798075,0.220124063,0.480558573,0.657332479,FALSE
16339,Migut.J00062.v2.0,-0.24775025,7.790159808,0.220150267,0.480558573,0.657280784,FALSE
9074,Migut.F00066.v2.0,-0.32760767,7.036769832,0.220236677,0.48063855,0.657110355,FALSE
13904,Migut.H01402.v2.0,-0.293521351,4.603413144,0.220356768,0.480728856,0.656873606,FALSE
1811,Migut.B00566.v2.0,-0.526259193,4.100244436,0.220377617,0.480728856,0.656832518,FALSE
19634,Migut.K01462.v2.0,0.347067434,4.912970236,0.220476649,0.480836269,0.656637401,FALSE
12909,Migut.H00407.v2.0,-0.516959853,8.090584921,0.220610468,0.481019483,0.656373884,FALSE
24042,Migut.N00259.v2.0,-0.276082253,5.597971004,0.220662343,0.481023983,0.656271775,FALSE
3178,Migut.C00010.v2.0,0.285116958,5.559078286,0.220889184,0.481409805,0.65582555,FALSE
9481,Migut.F00473.v2.0,0.254572615,6.074732836,0.221064805,0.481579075,0.655480394,FALSE
4498,Migut.C01330.v2.0,-0.353679542,4.798953612,0.221066588,0.481579075,0.655476892,FALSE
5942,Migut.D01362.v2.0,-0.374768832,4.125062811,0.221179649,0.481716705,0.655254835,FALSE
12284,Migut.G01134.v2.0,0.380986912,4.753680577,0.221331484,0.4819387,0.654956805,FALSE
4508,Migut.C01340.v2.0,-0.220814927,5.105768388,0.221485489,0.482165321,0.654654722,FALSE
25025,Migut.N01242.v2.0,0.379148258,7.464476706,0.221646505,0.4824071,0.654339112,FALSE
23155,Migut.M01411.v2.0,0.206712456,5.82840366,0.221725641,0.482470598,0.654184081,FALSE
10838,Migut.F01830.v2.0,-0.397126082,4.508864703,0.221837391,0.482570355,0.653965251,FALSE
1530,Migut.B00285.v2.0,0.395217814,6.782982213,0.221871428,0.482570355,0.653898622,FALSE
8499,Migut.E01320.v2.0,0.264881052,6.151192071,0.222002965,0.482747722,0.653641225,FALSE
25440,Migut.N01657.v2.0,0.516516629,6.101109315,0.222057809,0.482758275,0.653533951,FALSE
22741,Migut.M00997.v2.0,0.408558016,5.180592843,0.22218835,0.482933356,0.653278716,FALSE
23833,Migut.N00050.v2.0,-0.260266048,5.451896331,0.222284672,0.483033996,0.653090483,FALSE
4667,Migut.D00087.v2.0,-0.678348305,5.338942344,0.222468379,0.483122896,0.65273171,FALSE
11315,Migut.G00165.v2.0,-0.483184277,6.702216379,0.222594781,0.483122896,0.652485022,FALSE
7769,Migut.E00590.v2.0,0.207257804,5.18751589,0.222598068,0.483122896,0.652478609,FALSE
10992,Migut.F01984.v2.0,0.311772804,6.999356183,0.22263589,0.483122896,0.652404824,FALSE
23,Migut.A00023.v2.0,-0.312231019,4.321306234,0.22273591,0.483122896,0.652209759,FALSE
9145,Migut.F00137.v2.0,-0.437537177,4.166482896,0.22273875,0.483122896,0.652204223,FALSE
13855,Migut.H01353.v2.0,-0.308837539,6.335155888,0.222776426,0.483122896,0.652130767,FALSE
15206,Migut.I00145.v2.0,-0.381636109,4.469211963,0.222784195,0.483122896,0.652115622,FALSE
2048,Migut.B00803.v2.0,-0.401682649,4.818984761,0.222804126,0.483122896,0.65207677,FALSE
8480,Migut.E01301.v2.0,-0.234887352,6.354993757,0.222825865,0.483122896,0.652034399,FALSE
24615,Migut.N00832.v2.0,-0.417115978,4.869768147,0.222927982,0.483235808,0.651835415,FALSE
5035,Migut.D00455.v2.0,0.735607812,4.137352265,0.223062666,0.483419246,0.651573112,FALSE
5177,Migut.D00597.v2.0,-0.367914298,4.782944471,0.223147903,0.483484131,0.651407191,FALSE
11939,Migut.G00789.v2.0,-0.271932937,6.3256485,0.223229926,0.483484131,0.651247585,FALSE
6224,Migut.D01644.v2.0,0.36271867,7.055192381,0.223242802,0.483484131,0.651222535,FALSE
15089,Migut.I00028.v2.0,0.695466785,4.214931677,0.223499084,0.48380287,0.650724253,FALSE
16287,Migut.J00010.v2.0,-0.371088094,4.853758261,0.223569598,0.48380287,0.650587254,FALSE
17964,Migut.J01687.v2.0,0.580698495,6.508545282,0.223580992,0.48380287,0.650565121,FALSE
3899,Migut.C00731.v2.0,0.369713277,4.999901682,0.223590371,0.48380287,0.650546904,FALSE
2460,Migut.B01215.v2.0,-0.303852404,7.656197472,0.223721026,0.483977139,0.650293197,FALSE
3079,Migut.B01834.v2.0,0.253774646,5.07363791,0.22396881,0.484404659,0.649812457,FALSE
17552,Migut.J01275.v2.0,0.4299048,5.332697953,0.224322119,0.484959281,0.649127902,FALSE
14592,Migut.H02090.v2.0,-0.623568269,4.140605358,0.224325682,0.484959281,0.649121004,FALSE
25683,Migut.N01900.v2.0,0.533580371,4.346720268,0.22440921,0.485031276,0.648959323,FALSE
3121,Migut.B01876.v2.0,0.424120005,4.398659721,0.224549385,0.48521904,0.64868813,FALSE
14007,Migut.H01505.v2.0,0.232487604,5.487409822,0.224596574,0.48521904,0.648596874,FALSE
299,Migut.A00299.v2.0,-0.203876768,5.617252768,0.224672693,0.485274926,0.64844971,FALSE
6437,Migut.D01857.v2.0,-0.852353674,4.514485964,0.224859141,0.485569034,0.648089453,FALSE
9393,Migut.F00385.v2.0,0.313809411,6.162711194,0.224987995,0.48573867,0.647840654,FALSE
21895,Migut.M00151.v2.0,-0.245970031,6.827340565,0.225193798,0.485988644,0.647443574,FALSE
7244,Migut.E00065.v2.0,0.261469108,6.923729334,0.22520443,0.485988644,0.64742307,FALSE
16508,Migut.J00231.v2.0,-0.26076442,5.888974544,0.225343323,0.48617973,0.647155305,FALSE
10857,Migut.F01849.v2.0,0.215990314,7.849954829,0.225429588,0.48625721,0.646989083,FALSE
10974,Migut.F01966.v2.0,0.251631846,5.584087674,0.225659202,0.48653064,0.646546951,FALSE
17939,Migut.J01662.v2.0,-0.348115681,11.61856273,0.225675094,0.48653064,0.646516369,FALSE
27650,Migut.O00491.v2.0,0.281258074,4.714926077,0.225707494,0.48653064,0.646454021,FALSE
19496,Migut.K01324.v2.0,-0.482790988,5.341329185,0.22586386,0.486759048,0.646153254,FALSE
12826,Migut.H00324.v2.0,-0.437634288,4.131715265,0.22602545,0.48699861,0.645842657,FALSE
16206,Migut.I01145.v2.0,-0.20731597,8.218211155,0.226283286,0.487445392,0.645347523,FALSE
9096,Migut.F00088.v2.0,0.194316267,5.817576614,0.226443506,0.487640778,0.64504013,FALSE
13132,Migut.H00630.v2.0,-0.266177353,6.197262089,0.226474981,0.487640778,0.644979769,FALSE
3458,Migut.C00290.v2.0,-0.345836446,5.281518912,0.226572671,0.487742373,0.644792476,FALSE
27257,Migut.O00098.v2.0,-0.258227255,4.977215104,0.226635957,0.487769877,0.644671186,FALSE
1674,Migut.B00429.v2.0,-0.320170625,5.108163586,0.226710968,0.487811352,0.644527469,FALSE
25782,Migut.N01999.v2.0,0.27263952,5.64191474,0.226756255,0.487811352,0.644440723,FALSE
22504,Migut.M00760.v2.0,-0.304111783,5.369443898,0.226871961,0.487909625,0.644219175,FALSE
2095,Migut.B00850.v2.0,-0.248332052,5.851323292,0.227001896,0.487909625,0.643970515,FALSE
11002,Migut.F01994.v2.0,0.337167785,5.89369862,0.227001985,0.487909625,0.643970344,FALSE
10967,Migut.F01959.v2.0,0.225905022,5.431294444,0.227018925,0.487909625,0.643937938,FALSE
15073,Migut.I00012.v2.0,-0.343088666,4.207550014,0.227074486,0.487909625,0.64383166,FALSE
22547,Migut.M00803.v2.0,0.27708843,6.48722415,0.227105081,0.487909625,0.64377315,FALSE
15941,Migut.I00880.v2.0,-0.256605386,7.275151745,0.227273386,0.48812743,0.643451417,FALSE
24016,Migut.N00233.v2.0,-0.587841901,5.685682759,0.227363261,0.48812743,0.643279711,FALSE
14659,Migut.H02157.v2.0,0.38472607,5.963520993,0.227366544,0.48812743,0.643273439,FALSE
26491,Migut.N02708.v2.0,0.292075254,4.587745222,0.227525588,0.48812743,0.642969754,FALSE
3592,Migut.C00424.v2.0,0.285182883,5.957897042,0.227538229,0.48812743,0.642945627,FALSE
2518,Migut.B01273.v2.0,0.464274376,5.444702951,0.227548953,0.48812743,0.642925159,FALSE
7322,Migut.E00143.v2.0,-0.403036104,3.937509546,0.227560287,0.48812743,0.642903528,FALSE
4288,Migut.C01120.v2.0,-0.223210339,6.791592539,0.227895133,0.488707227,0.64226495,FALSE
2393,Migut.B01148.v2.0,-0.268438607,5.394047344,0.227931796,0.488707227,0.642195088,FALSE
23048,Migut.M01304.v2.0,0.321389758,5.280326084,0.228034098,0.488818044,0.642000207,FALSE
12289,Migut.G01139.v2.0,-0.720571092,5.133323117,0.228425483,0.489523107,0.641255448,FALSE
15179,Migut.I00118.v2.0,0.188628868,5.781201041,0.228464393,0.489523107,0.641181477,FALSE
6255,Migut.D01675.v2.0,0.55614664,5.685923589,0.228674941,0.48986555,0.640781425,FALSE
26953,Migut.N03170.v2.0,-0.302976293,4.184604012,0.228855334,0.49014326,0.640438961,FALSE
6174,Migut.D01594.v2.0,-0.259635687,5.998854039,0.229252155,0.490800045,0.639686573,FALSE
1779,Migut.B00534.v2.0,-0.209785155,4.222161446,0.229263643,0.490800045,0.63966481,FALSE
28080,Migut.O00921.v2.0,0.344061233,7.204480989,0.229546114,0.49119092,0.639130056,FALSE
10043,Migut.F01035.v2.0,0.397705142,4.857612012,0.229547957,0.49119092,0.639126568,FALSE
26041,Migut.N02258.v2.0,0.250499606,6.537274441,0.229684774,0.491317916,0.638867794,FALSE
16248,Migut.I01187.v2.0,0.298911951,5.236510854,0.229798902,0.491317916,0.638652051,FALSE
24463,Migut.N00680.v2.0,-0.271463043,5.940047723,0.229801607,0.491317916,0.638646939,FALSE
1484,Migut.B00239.v2.0,-0.408175454,4.575958501,0.229810814,0.491317916,0.638629539,FALSE
25686,Migut.N01903.v2.0,-0.249834618,4.81211411,0.229899643,0.491399038,0.638461703,FALSE
14059,Migut.H01557.v2.0,-0.287405678,4.169607469,0.230255985,0.491978522,0.637789073,FALSE
21693,Migut.L02004.v2.0,-0.316869651,6.047445644,0.230272644,0.491978522,0.637757653,FALSE
10712,Migut.F01704.v2.0,-0.545250146,3.926335348,0.230356221,0.492048226,0.637600054,FALSE
16712,Migut.J00435.v2.0,0.286072644,7.274172606,0.230538139,0.492302994,0.637257217,FALSE
11473,Migut.G00323.v2.0,0.416762897,8.511311025,0.230611656,0.492302994,0.637118745,FALSE
23534,Migut.M01790.v2.0,-0.354982609,5.994853534,0.23062843,0.492302994,0.637087158,FALSE
3069,Migut.B01824.v2.0,0.52742972,8.591415735,0.230874326,0.492718977,0.636624359,FALSE
2603,Migut.B01358.v2.0,0.371575885,4.168568613,0.231308422,0.4935271,0.635808555,FALSE
16244,Migut.I01183.v2.0,0.278522593,5.678836134,0.231397166,0.4935271,0.635641963,FALSE
25491,Migut.N01708.v2.0,0.376996483,4.77816828,0.231406307,0.4935271,0.635624808,FALSE
19436,Migut.K01264.v2.0,0.257993355,5.444908105,0.231595891,0.493822371,0.635269151,FALSE
26204,Migut.N02421.v2.0,-0.227471787,6.73425833,0.231885527,0.494275482,0.634726357,FALSE
10899,Migut.F01891.v2.0,-0.253160508,9.889457066,0.23191076,0.494275482,0.634679101,FALSE
19068,Migut.K00896.v2.0,-0.309634799,7.581454572,0.232162227,0.494702257,0.634208438,FALSE
27413,Migut.O00254.v2.0,0.458577371,4.178341775,0.232385998,0.49506984,0.633790043,FALSE
21725,Migut.L02036.v2.0,0.633216234,4.452265415,0.232499529,0.495202459,0.633577923,FALSE
21007,Migut.L01318.v2.0,-0.256567445,4.783761248,0.23271882,0.495439686,0.633168494,FALSE
24009,Migut.N00226.v2.0,0.342313559,4.795343718,0.232728859,0.495439686,0.63314976,FALSE
19689,Migut.K01517.v2.0,-0.309063983,5.284329471,0.232810871,0.495439686,0.632996745,FALSE
17282,Migut.J01005.v2.0,0.293023788,5.872097941,0.232816123,0.495439686,0.632986948,FALSE
2308,Migut.B01063.v2.0,0.260905301,4.490343688,0.232964898,0.495647063,0.632709512,FALSE
24233,Migut.N00450.v2.0,-0.218525731,5.879087401,0.233027975,0.49567206,0.632591939,FALSE
10129,Migut.F01121.v2.0,-0.260450845,8.803493781,0.233115786,0.495749647,0.632428316,FALSE
4425,Migut.C01257.v2.0,-0.280876341,4.84106296,0.233339634,0.496116435,0.632011487,FALSE
13128,Migut.H00626.v2.0,0.331000061,4.797523189,0.233526335,0.496404098,0.631664136,FALSE
528,Migut.A00528.v2.0,0.246832131,5.512613427,0.233720612,0.496599763,0.631302984,FALSE
15833,Migut.I00772.v2.0,-0.385034695,5.69670565,0.23372123,0.496599763,0.631301836,FALSE
14137,Migut.H01635.v2.0,0.392477242,5.02898825,0.233821775,0.496704109,0.631115047,FALSE
5274,Migut.D00694.v2.0,-0.302388442,6.755113392,0.233948845,0.496844664,0.630879095,FALSE
23541,Migut.M01797.v2.0,0.183096874,4.372072513,0.233990839,0.496844664,0.630801146,FALSE
26288,Migut.N02505.v2.0,0.233682478,5.505993551,0.234200797,0.496967613,0.63041163,FALSE
26745,Migut.N02962.v2.0,0.259321159,11.4431307,0.234216383,0.496967613,0.63038273,FALSE
6918,Migut.D02338.v2.0,-0.361502053,4.218969643,0.234332197,0.496967613,0.630168035,FALSE
13438,Migut.H00936.v2.0,-0.244748191,5.829586915,0.234335748,0.496967613,0.630161455,FALSE
10400,Migut.F01392.v2.0,0.371178131,7.591286566,0.234352979,0.496967613,0.630129521,FALSE
3941,Migut.C00773.v2.0,0.172951912,5.764981538,0.23440736,0.496967613,0.630028755,FALSE
21047,Migut.L01358.v2.0,-0.595718822,5.895979405,0.234408976,0.496967613,0.630025763,FALSE
12219,Migut.G01069.v2.0,-0.303586915,5.639908406,0.234489867,0.497029992,0.62987592,FALSE
11105,Migut.F02097.v2.0,-0.269572548,5.099357538,0.234572545,0.497096131,0.62972282,FALSE
23537,Migut.M01793.v2.0,-0.225642675,4.121015712,0.235626074,0.499219175,0.627776652,FALSE
10919,Migut.F01911.v2.0,0.229190037,5.76907394,0.236036839,0.499901285,0.62702021,FALSE
17017,Migut.J00740.v2.0,-0.265451985,6.64733101,0.236051554,0.499901285,0.626993136,FALSE
24661,Migut.N00878.v2.0,-0.261735402,6.09734912,0.236132882,0.499963876,0.626843533,FALSE
21018,Migut.L01329.v2.0,-0.441247835,3.769256978,0.236781092,0.501060617,0.625652981,FALSE
23922,Migut.N00139.v2.0,-0.245728937,4.267171556,0.236800177,0.501060617,0.625617977,FALSE
586,Migut.A00586.v2.0,0.371819755,8.16279083,0.236806529,0.501060617,0.625606327,FALSE
17897,Migut.J01620.v2.0,-0.318590023,7.90785305,0.237463864,0.502330138,0.62440247,FALSE
22597,Migut.M00853.v2.0,-0.240762064,6.666684562,0.237510553,0.502330138,0.624317089,FALSE
10764,Migut.F01756.v2.0,-0.354835493,4.017534541,0.237896284,0.503035782,0.623612341,FALSE
22312,Migut.M00568.v2.0,-0.860022686,4.716848187,0.238046033,0.503242236,0.623339052,FALSE
9834,Migut.F00826.v2.0,-0.279263512,5.729264852,0.238119222,0.503286786,0.623205545,FALSE
9461,Migut.F00453.v2.0,-0.408292304,4.795223644,0.238224604,0.503399344,0.623013386,FALSE
453,Migut.A00453.v2.0,0.406881894,4.273043574,0.238608271,0.503901394,0.622314507,FALSE
3667,Migut.C00499.v2.0,0.339583443,8.295333814,0.238657256,0.503901394,0.622225358,FALSE
6641,Migut.D02061.v2.0,0.39791827,4.67286204,0.238703797,0.503901394,0.622140673,FALSE
10025,Migut.F01017.v2.0,-0.382716247,4.825526563,0.238761931,0.503901394,0.622034917,FALSE
16088,Migut.I01027.v2.0,-0.615501348,5.251043985,0.23882614,0.503901394,0.621918141,FALSE
13514,Migut.H01012.v2.0,-0.317896397,6.723768026,0.238856575,0.503901394,0.6218628,FALSE
19992,Migut.L00303.v2.0,1.077304587,4.423043374,0.238946366,0.503901394,0.621699569,FALSE
21739,Migut.L02050.v2.0,0.274281669,6.789240928,0.238978933,0.503901394,0.621640382,FALSE
15015,Migut.H02513.v2.0,0.486457755,7.397506649,0.238980184,0.503901394,0.621638109,FALSE
15437,Migut.I00376.v2.0,-0.517561965,4.964130608,0.239031782,0.503901394,0.62154435,FALSE
12236,Migut.G01086.v2.0,-0.564935575,4.757710974,0.239036169,0.503901394,0.62153638,FALSE
23796,Migut.N00013.v2.0,-0.328665131,4.927611807,0.239413403,0.504495931,0.62085154,FALSE
15436,Migut.I00375.v2.0,0.200482507,4.163293368,0.239430369,0.504495931,0.620820765,FALSE
11118,Migut.F02110.v2.0,0.29751437,10.04882357,0.239487764,0.504495931,0.620716671,FALSE
2841,Migut.B01596.v2.0,-0.299341217,4.788878134,0.239527166,0.504495931,0.620645223,FALSE
2846,Migut.B01601.v2.0,0.83077919,4.196449149,0.239694212,0.504737681,0.620342453,FALSE
3852,Migut.C00684.v2.0,0.33301331,7.257561851,0.239814028,0.504862251,0.620125417,FALSE
26505,Migut.N02722.v2.0,-0.264693329,5.570428869,0.239890574,0.504862251,0.619986817,FALSE
16602,Migut.J00325.v2.0,-0.471934348,5.231510747,0.239910207,0.504862251,0.619951275,FALSE
5160,Migut.D00580.v2.0,-0.291804005,7.291437956,0.240112474,0.505127022,0.619585277,FALSE
5431,Migut.D00851.v2.0,0.404589586,4.293305875,0.240177016,0.505127022,0.619468555,FALSE
20423,Migut.L00734.v2.0,0.188091039,4.977373944,0.240235872,0.505127022,0.619362144,FALSE
12732,Migut.H00230.v2.0,0.333799323,4.403773882,0.24027698,0.505127022,0.619287836,FALSE
26126,Migut.N02343.v2.0,0.521062691,5.066271492,0.240317415,0.505127022,0.619214756,FALSE
18642,Migut.K00470.v2.0,0.284975742,5.167962267,0.240349867,0.505127022,0.619156114,FALSE
4874,Migut.D00294.v2.0,-0.218695845,6.52085734,0.240555064,0.505436618,0.618785496,FALSE
25262,Migut.N01479.v2.0,0.516834604,4.538233031,0.240601857,0.505436618,0.618701025,FALSE
5132,Migut.D00552.v2.0,0.646386885,6.13409317,0.240834633,0.505767276,0.61828106,FALSE
15034,Migut.H02532.v2.0,0.280354882,6.43737846,0.240864005,0.505767276,0.618228096,FALSE
666,Migut.A00666.v2.0,0.432965154,6.416951395,0.240958235,0.505835623,0.618058227,FALSE
16687,Migut.J00410.v2.0,-0.429213433,4.015669204,0.241003618,0.505835623,0.617976437,FALSE
13381,Migut.H00879.v2.0,0.425354071,4.696793641,0.241053696,0.505835623,0.617886206,FALSE
25099,Migut.N01316.v2.0,-0.251861835,7.741181543,0.241315871,0.506271224,0.617414114,FALSE
10790,Migut.F01782.v2.0,0.409854783,4.514520669,0.241408738,0.506271224,0.617247014,FALSE
4163,Migut.C00995.v2.0,-0.518711648,3.911899407,0.241454627,0.506271224,0.617164467,FALSE
16614,Migut.J00337.v2.0,0.401374526,4.26540829,0.24147098,0.506271224,0.617135055,FALSE
557,Migut.A00557.v2.0,0.289983683,4.21673644,0.241979459,0.507217072,0.616221499,FALSE
725,Migut.A00725.v2.0,-0.297694407,6.361379496,0.242027158,0.507217072,0.616135898,FALSE
2630,Migut.B01385.v2.0,0.52551803,3.741152309,0.242166444,0.507398861,0.615886036,FALSE
18066,Migut.J01789.v2.0,-0.331862178,8.89941635,0.242371574,0.5077185,0.615518317,FALSE
23548,Migut.M01804.v2.0,0.242892762,6.841829409,0.242521744,0.507922897,0.615249318,FALSE
8660,Migut.E01481.v2.0,0.272106655,4.486799415,0.242609399,0.507996307,0.615092377,FALSE
5078,Migut.D00498.v2.0,0.372125243,9.456491007,0.242687765,0.508050237,0.614952118,FALSE
25596,Migut.N01813.v2.0,0.326583227,7.516271669,0.242769631,0.508111471,0.614805642,FALSE
16110,Migut.I01049.v2.0,0.272712315,6.360613623,0.242958292,0.508396149,0.614468274,FALSE
26510,Migut.N02727.v2.0,-0.410860675,4.276272321,0.243035813,0.508448191,0.614329725,FALSE
12459,Migut.G01309.v2.0,0.255430811,5.423518936,0.243131003,0.508506729,0.614159659,FALSE
16600,Migut.J00323.v2.0,0.247724436,4.102829782,0.243178454,0.508506729,0.614074908,FALSE
7324,Migut.E00145.v2.0,0.3110235,4.706329498,0.243221765,0.508506729,0.613997565,FALSE
23628,Migut.M01884.v2.0,0.513070576,4.6586221,0.243416355,0.508768579,0.613650245,FALSE
21041,Migut.L01352.v2.0,0.458099585,6.910330318,0.243452377,0.508768579,0.613585981,FALSE
15798,Migut.I00737.v2.0,-0.262134358,7.491552414,0.243640059,0.509050638,0.613251304,FALSE
18853,Migut.K00681.v2.0,-0.430736681,4.892281256,0.243741278,0.509151909,0.613070915,FALSE
1176,Migut.A01176.v2.0,-0.275659322,6.356705531,0.24384275,0.509151909,0.612890153,FALSE
2775,Migut.B01530.v2.0,0.19663521,7.692576799,0.2438467,0.509151909,0.612883118,FALSE
1950,Migut.B00705.v2.0,0.222023968,5.417173041,0.244160069,0.509556106,0.61232536,FALSE
9012,Migut.F00004.v2.0,0.22270637,8.080556006,0.244166866,0.509556106,0.612313271,FALSE
12946,Migut.H00444.v2.0,0.280761955,4.953588588,0.244198577,0.509556106,0.612256871,FALSE
2516,Migut.B01271.v2.0,0.307604019,6.857994625,0.244251443,0.509556315,0.612162863,FALSE
20134,Migut.L00445.v2.0,-0.331756095,6.864350044,0.244394579,0.509744805,0.611908432,FALSE
18410,Migut.K00238.v2.0,0.316134366,4.928802171,0.244721843,0.510118741,0.611327266,FALSE
14865,Migut.H02363.v2.0,-0.176994131,5.66583174,0.244724125,0.510118741,0.611323215,FALSE
7608,Migut.E00429.v2.0,-0.355199104,5.458422704,0.244732332,0.510118741,0.611308652,FALSE
26240,Migut.N02457.v2.0,-0.298526398,4.131344421,0.244802318,0.510154508,0.611184473,FALSE
26677,Migut.N02894.v2.0,-0.194437294,7.829595315,0.245068498,0.510599025,0.610712512,FALSE
18854,Migut.K00682.v2.0,-0.298975807,5.228128907,0.245390417,0.511129914,0.610142402,FALSE
8438,Migut.E01259.v2.0,-0.252111879,5.314463368,0.245429161,0.511129914,0.610073837,FALSE
7416,Migut.E00237.v2.0,1.00315147,6.776459551,0.245627832,0.511265032,0.609722425,FALSE
24112,Migut.N00329.v2.0,-0.267744843,5.390576838,0.245628588,0.511265032,0.609721087,FALSE
