"","gene","AHQF1i_LD_11ReadsPerGene.out.tab","AHQF1i_LD_21ReadsPerGene.out.tab","AHQF1i_LD_6ReadsPerGene.out.tab","AHQF1i_SD_10ReadsPerGene.out.tab","AHQF1i_SD_19ReadsPerGene.out.tab","AHQF1x_LD_28ReadsPerGene.out.tab","AHQF1x_LD_30ReadsPerGene.out.tab","AHQF1x_LD_31ReadsPerGene.out.tab","AHQF1X_SD_29ReadsPerGene.out.tab","AHQF1x_SD_32ReadsPerGene.out.tab","AHQF1x_SD_33ReadsPerGene.out.tab","AHQN_LD_16ReadsPerGene.out.tab","AHQN_LD_20ReadsPerGene.out.tab","AHQN_LD_24ReadsPerGene.out.tab","AHQN_LD_5ReadsPerGene.out.tab","AHQT_LD_17ReadsPerGene.out.tab","AHQT_LD_22ReadsPerGene.out.tab","AHQT_LD_7ReadsPerGene.out.tab","AHQT_LD_8ReadsPerGene.out.tab","AHQT_SD_18ReadsPerGene.out.tab","AHQT_SD_23ReadsPerGene.out.tab","AHQT_SD_25ReadsPerGene.out.tab"
"14505","Migut.H02003.v2.0",18,33,4,10,20,25,12,43,219,7,266,24,97,27,19,29,29,8,20,29,1,36
"14506","Migut.H02004.v2.0",64,58,4,17,14,42,11,52,148,38,224,25,207,7,26,106,59,37,51,67,5,45
"14507","Migut.H02005.v2.0",793,901,138,387,659,553,334,794,4688,308,6957,457,1810,417,508,898,670,240,318,681,42,801
"14508","Migut.H02006.v2.0",126,148,16,71,126,77,92,201,864,39,1148,82,323,86,111,125,147,61,35,165,14,133
"14509","Migut.H02007.v2.0",9,3,1,1,2,2,9,11,40,0,31,8,16,1,4,14,1,8,2,0,0,9
"14510","Migut.H02008.v2.0",4,1,0,0,2,1,0,0,6,0,6,0,2,0,4,0,1,0,1,3,0,1
"14511","Migut.H02009.v2.0",13,18,3,11,7,12,4,19,67,1,74,6,15,20,7,10,15,8,6,14,2,39
"14512","Migut.H02010.v2.0",0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0
"14513","Migut.H02011.v2.0",76,71,9,59,124,25,48,57,472,9,648,29,136,28,63,47,31,21,27,88,7,115
"14514","Migut.H02012.v2.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14515","Migut.H02013.v2.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14516","Migut.H02014.v2.0",4,2,0,11,5,1,0,1,34,0,43,4,0,4,6,5,0,0,0,3,0,3
"14517","Migut.H02015.v2.0",0,0,0,0,3,0,0,0,0,0,3,0,2,0,2,0,0,0,0,1,0,0
"14518","Migut.H02016.v2.0",1,7,0,0,0,2,1,1,25,0,37,2,6,0,1,0,1,0,0,2,0,8
"14519","Migut.H02017.v2.0",636,793,112,427,355,394,231,776,2273,95,3492,469,1713,350,608,331,445,270,199,581,29,839
"14520","Migut.H02018.v2.0",1332,1233,205,659,1007,658,532,1295,7471,289,9578,1005,2423,617,842,615,815,478,357,1561,64,1546
"14521","Migut.H02019.v2.0",26,41,7,39,26,23,12,50,274,10,359,18,80,21,22,25,25,24,14,29,5,48
"14522","Migut.H02020.v2.0",0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,1,0,0,0,0,0,0
"14523","Migut.H02021.v2.0",27,30,3,5,5,5,5,23,96,1,159,16,38,9,18,9,6,2,0,5,3,6
"14524","Migut.H02022.v2.0",573,846,102,436,1052,373,412,549,5722,184,6606,407,895,653,333,457,402,263,194,756,75,896
"14525","Migut.H02023.v2.0",144,218,30,60,119,147,76,301,1552,89,1778,92,396,61,135,162,177,83,66,203,2,284
"14526","Migut.H02024.v2.0",3,8,1,5,12,3,5,14,87,2,57,12,12,3,5,5,19,4,5,4,1,12
"14527","Migut.H02025.v2.0",197,162,12,65,159,77,46,122,911,24,1162,80,248,66,78,104,103,42,48,155,9,169
"14528","Migut.H02026.v2.0",310,291,69,124,414,157,122,264,2365,83,3325,160,485,164,228,143,135,96,90,456,34,328
"14529","Migut.H02027.v2.0",486,530,86,130,401,331,240,493,2492,117,3961,320,948,230,358,405,346,79,198,604,18,564
"14530","Migut.H02028.v2.0",356,507,29,97,126,78,50,149,718,36,1061,138,547,66,208,141,94,49,44,293,17,284
"14531","Migut.H02029.v2.0",82,61,8,35,53,33,28,48,349,10,438,33,113,18,31,31,25,32,13,52,6,71
"14532","Migut.H02030.v2.0",0,0,0,0,0,0,0,0,3,0,10,0,0,1,1,0,0,0,0,0,0,2
"14533","Migut.H02031.v2.0",476,564,93,394,775,323,342,733,5286,168,6564,512,1136,402,512,236,359,179,176,653,33,954
"14534","Migut.H02032.v2.0",96,51,8,52,64,30,17,43,469,11,554,35,67,15,50,18,19,15,12,37,5,69
"14535","Migut.H02033.v2.0",23,57,5,25,61,36,47,76,324,6,457,50,91,65,33,48,54,20,23,55,3,75
"14536","Migut.H02034.v2.0",4,1,0,0,0,0,0,0,2,0,0,5,0,0,0,3,0,0,0,0,0,0
"14537","Migut.H02035.v2.0",2466,3242,328,1308,2202,1243,1370,2140,13836,395,16890,2281,6012,2073,2079,1360,1640,1161,1033,4968,329,4432
"14538","Migut.H02036.v2.0",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14539","Migut.H02037.v2.0",4,7,0,5,0,0,2,7,1,0,5,4,1,4,5,2,0,0,1,6,0,0
"14540","Migut.H02038.v2.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14541","Migut.H02039.v2.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14542","Migut.H02040.v2.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14543","Migut.H02041.v2.0",0,1,0,4,0,0,2,1,4,0,11,2,4,1,2,4,2,0,0,5,0,8
"14544","Migut.H02042.v2.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14545","Migut.H02043.v2.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14546","Migut.H02044.v2.0",0,2,0,0,3,0,1,2,16,0,16,2,1,0,0,0,1,0,0,6,1,3
"14547","Migut.H02045.v2.0",0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0
"14548","Migut.H02046.v2.0",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"14549","Migut.H02047.v2.0",8,14,3,14,43,0,11,10,110,3,123,5,14,5,2,1,8,4,2,13,1,28
"14550","Migut.H02048.v2.0",0,0,0,0,3,0,0,0,2,0,7,0,2,0,0,0,0,3,0,0,0,2
"14551","Migut.H02049.v2.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14552","Migut.H02050.v2.0",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"14553","Migut.H02051.v2.0",2,7,0,0,2,0,5,3,19,0,16,6,0,0,2,0,0,0,0,2,0,0
"14554","Migut.H02052.v2.0",0,0,0,0,0,0,0,1,2,1,1,2,6,0,0,0,0,0,0,0,0,0
"14555","Migut.H02053.v2.0",3,1,0,0,65,0,0,0,10,0,18,4,2,0,1,1,3,2,8,30,0,13
"14556","Migut.H02054.v2.0",115,107,31,103,177,51,118,246,1527,35,1914,130,235,95,123,28,53,50,48,150,22,249
"14557","Migut.H02055.v2.0",389,459,106,485,545,206,285,564,4066,151,5624,432,858,312,397,159,185,153,74,509,64,911
"14558","Migut.H02056.v2.0",108,121,17,61,109,118,60,185,679,48,848,75,347,82,113,147,94,76,27,119,4,176
"14559","Migut.H02057.v2.0",574,732,97,314,678,360,273,673,4694,233,6683,334,1056,272,432,432,380,184,208,906,57,769
"14560","Migut.H02058.v2.0",5845,5715,821,2340,5471,3025,2728,4139,30152,1016,41919,3405,8006,3153,2948,3010,3277,1995,1854,7212,381,6385
"14561","Migut.H02059.v2.0",3,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"14562","Migut.H02060.v2.0",50,36,7,20,54,27,14,36,224,35,391,18,121,23,18,40,29,17,9,61,2,39
"14563","Migut.H02061.v2.0",0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,1,0,0,0,0,0
"14564","Migut.H02062.v2.0",1340,893,92,361,325,379,357,523,2447,92,3682,1197,2323,526,925,209,124,132,84,460,29,571
"14565","Migut.H02063.v2.0",153,107,12,32,58,35,63,81,377,15,651,51,152,39,43,62,30,26,28,80,2,131
"14566","Migut.H02064.v2.0",665,440,26,264,37,232,133,261,1042,51,1445,684,1301,303,526,88,47,41,62,70,3,100
"14567","Migut.H02065.v2.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14568","Migut.H02066.v2.0",146,30,2,1,7,55,7,42,42,17,100,18,403,2,7,308,37,66,72,14,0,1
"14569","Migut.H02067.v2.0",24,39,4,3,24,38,18,60,408,14,615,22,40,36,56,12,18,7,3,16,3,9
"14570","Migut.H02068.v2.0",38,17,14,16,57,26,20,42,542,27,709,20,73,11,8,30,27,19,27,48,10,58
"14571","Migut.H02069.v2.0",248,172,17,49,119,86,87,157,489,21,723,88,215,80,80,168,139,60,80,152,9,184
"14572","Migut.H02070.v2.0",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14573","Migut.H02071.v2.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14574","Migut.H02072.v2.0",14,20,2,1,2,2,1,1,9,7,28,9,64,0,16,6,0,7,2,65,0,1
"14575","Migut.H02073.v2.0",97,123,9,85,81,64,46,78,574,16,768,61,173,71,77,58,82,35,45,92,11,88
"14576","Migut.H02074.v2.0",0,0,0,0,0,0,0,0,1,0,4,0,0,0,1,0,0,0,0,0,0,0
"14577","Migut.H02075.v2.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14578","Migut.H02076.v2.0",56,125,25,8,205,34,54,49,264,0,564,100,72,118,104,10,2,7,22,14,2,2
"14579","Migut.H02077.v2.0",200,13,0,0,0,157,18,236,1,25,6,0,50,2,4,433,60,16,12,4,0,3
"14580","Migut.H02078.v2.0",7,0,0,3,1,3,2,2,10,0,21,0,7,5,6,5,1,1,0,1,0,4
"14581","Migut.H02079.v2.0",1,1,0,5,1,2,0,1,6,0,12,4,2,0,3,0,2,1,0,4,0,1
"14582","Migut.H02080.v2.0",4,3,0,0,0,10,0,4,7,9,5,5,15,0,4,24,2,0,0,0,0,0
"14583","Migut.H02081.v2.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"14584","Migut.H02082.v2.0",8,11,0,10,7,12,1,12,58,9,125,7,32,6,6,11,6,5,4,6,0,12
"14585","Migut.H02083.v2.0",663,1514,166,496,1044,405,500,842,4272,100,5325,578,1561,844,776,682,868,560,340,1521,150,1961
"14586","Migut.H02084.v2.0",148,155,22,79,163,73,56,132,788,22,1189,78,163,49,76,106,88,76,68,159,12,169
"14587","Migut.H02085.v2.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14588","Migut.H02086.v2.0",20618,35944,2310,10080,17063,9479,14742,16496,126802,2705,143334,15074,35047,17683,17680,11922,12465,8790,5781,21671,2170,31288
"14589","Migut.H02087.v2.0",49,53,13,55,83,20,23,57,693,34,1168,15,91,32,50,42,35,39,22,123,6,111
"14590","Migut.H02088.v2.0",343,309,43,153,296,229,142,327,1808,109,2458,203,679,167,229,266,236,114,139,421,16,386
"14591","Migut.H02089.v2.0",141,198,18,115,196,119,81,194,1394,63,1660,130,438,98,116,143,90,82,56,285,15,244
"14592","Migut.H02090.v2.0",112,137,10,97,82,38,103,91,923,6,1110,91,102,90,40,71,64,43,27,124,13,254
"14593","Migut.H02091.v2.0",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"14594","Migut.H02092.v2.0",12,39,10,47,277,20,88,32,321,4,1542,49,22,135,18,11,2,3,1,21,34,16
"14595","Migut.H02093.v2.0",0,0,0,0,0,0,1,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0
"14596","Migut.H02094.v2.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14597","Migut.H02095.v2.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14598","Migut.H02096.v2.0",29,69,13,38,35,58,26,53,293,7,352,42,118,32,48,37,38,27,14,47,2,67
"14599","Migut.H02097.v2.0",10,10,0,109,21,56,29,41,40,11,179,16,42,16,23,12,1,5,1,170,2,6
"14600","Migut.H02098.v2.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14601","Migut.H02099.v2.0",7,33,2,231,27,55,41,56,61,15,179,54,83,62,84,20,3,4,2,331,8,12
"14602","Migut.H02100.v2.0",271,414,20,76,109,67,71,117,911,9,1357,113,251,72,101,95,62,36,43,150,9,226
"14603","Migut.H02101.v2.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14604","Migut.H02102.v2.0",534,695,92,321,1094,366,356,638,6161,267,8006,416,1266,341,570,308,427,299,387,1291,73,1265
"14605","Migut.H02103.v2.0",2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"14606","Migut.H02104.v2.0",233,212,34,120,179,93,65,178,1385,42,1598,193,321,112,163,130,112,87,66,335,15,295
"14607","Migut.H02105.v2.0",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"14608","Migut.H02106.v2.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14609","Migut.H02107.v2.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14610","Migut.H02108.v2.0",66,89,13,84,168,36,42,56,823,9,1064,70,80,63,40,37,23,20,7,106,10,124
"14611","Migut.H02109.v2.0",30,35,3,14,11,4,11,17,226,3,303,19,85,23,33,3,3,3,1,14,0,18
"14612","Migut.H02110.v2.0",0,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1
"14613","Migut.H02111.v2.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14614","Migut.H02112.v2.0",597,549,60,330,439,348,247,671,3021,108,3911,447,915,358,420,418,397,221,193,497,34,854
"14615","Migut.H02113.v2.0",138,115,17,88,153,83,75,122,1084,31,1131,113,301,141,94,98,68,31,49,129,13,110
"14616","Migut.H02114.v2.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14617","Migut.H02115.v2.0",141,226,20,80,639,111,87,165,2361,56,3536,42,97,66,77,164,145,84,67,274,32,393
"14618","Migut.H02116.v2.0",77,42,8,15,37,17,17,51,297,21,344,21,218,16,25,46,31,39,13,77,0,61
"14619","Migut.H02117.v2.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14620","Migut.H02118.v2.0",316,308,46,46,114,200,53,196,584,69,1038,79,603,27,73,396,253,165,147,223,12,282
"14621","Migut.H02119.v2.0",7,9,2,1,11,3,3,15,88,0,104,6,19,2,8,2,2,5,4,4,0,5
"14622","Migut.H02120.v2.0",16,10,0,9,16,8,3,13,155,0,317,2,24,5,13,2,7,3,5,10,0,16
"14623","Migut.H02121.v2.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14624","Migut.H02122.v2.0",3,14,2,14,15,7,9,12,78,2,100,4,32,3,12,15,9,2,1,25,1,11
"14625","Migut.H02123.v2.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"14626","Migut.H02124.v2.0",0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
"14627","Migut.H02125.v2.0",60,97,11,34,30,35,24,70,339,8,459,48,159,49,50,63,77,23,7,87,11,112
"14628","Migut.H02126.v2.0",0,10,0,4,6,4,1,5,21,0,36,7,11,5,5,12,10,6,7,10,0,5
"14629","Migut.H02127.v2.0",17,19,1,6,13,5,8,19,81,1,138,12,26,13,13,4,14,5,5,9,1,15
"14630","Migut.H02128.v2.0",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14631","Migut.H02129.v2.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14632","Migut.H02130.v2.0",3,1,1,4,2,4,5,12,27,0,29,9,10,4,2,11,4,2,4,4,0,3
"14633","Migut.H02131.v2.0",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14634","Migut.H02132.v2.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14635","Migut.H02133.v2.0",0,2,0,0,0,27,21,62,186,7,239,0,2,0,0,0,0,0,0,0,0,0
"14636","Migut.H02134.v2.0",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14637","Migut.H02135.v2.0",114,73,28,21,93,27,34,82,438,10,583,56,72,48,49,66,27,57,36,108,5,51
"14638","Migut.H02136.v2.0",564,497,78,270,424,275,199,393,2089,111,2998,320,852,228,283,402,346,167,226,700,42,540
"14639","Migut.H02137.v2.0",0,0,0,0,2,0,0,0,0,0,6,0,1,2,0,0,0,0,0,0,0,0
"14640","Migut.H02138.v2.0",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"14641","Migut.H02139.v2.0",0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0
"14642","Migut.H02140.v2.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14643","Migut.H02141.v2.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14644","Migut.H02142.v2.0",131,158,29,57,228,61,182,148,1167,21,1412,134,80,128,116,91,35,71,61,193,19,62
"14645","Migut.H02143.v2.0",434,579,77,322,440,308,287,596,3161,92,4976,243,918,293,407,261,248,122,143,462,48,504
"14646","Migut.H02144.v2.0",35,23,9,17,33,27,24,29,247,11,315,26,45,17,21,44,20,12,16,20,3,24
"14647","Migut.H02145.v2.0",70,107,17,64,75,61,36,61,535,19,677,54,140,50,59,62,67,35,33,91,5,100
"14648","Migut.H02146.v2.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14649","Migut.H02147.v2.0",0,0,0,0,0,0,2,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0
"14650","Migut.H02148.v2.0",0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,1,1,0,0,2
"14651","Migut.H02149.v2.0",298,382,64,218,158,129,137,210,1155,34,1426,184,570,185,249,192,206,131,174,449,25,529
"14652","Migut.H02150.v2.0",161,221,35,140,194,103,76,163,1251,52,1881,85,283,80,128,118,104,50,105,201,15,247
"14653","Migut.H02151.v2.0",9,8,0,11,5,9,10,7,48,3,132,1,3,4,3,9,3,3,0,23,2,24
"14654","Migut.H02152.v2.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14655","Migut.H02153.v2.0",85,86,11,61,79,53,41,64,723,20,920,56,121,32,59,54,59,44,30,126,8,166
"14656","Migut.H02154.v2.0",23,31,3,8,23,27,28,44,164,1,215,29,69,24,25,27,18,15,17,25,2,27
"14657","Migut.H02155.v2.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14658","Migut.H02156.v2.0",0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
"14659","Migut.H02157.v2.0",362,535,43,307,408,190,268,214,2909,74,3669,398,789,447,333,187,156,86,62,463,36,581
"14660","Migut.H02158.v2.0",5,35,3,7,101,9,38,27,629,6,831,17,27,18,14,19,29,19,27,97,10,68
"14661","Migut.H02159.v2.0",9,7,0,4,3,1,2,1,23,9,20,4,79,4,6,5,1,3,1,1,0,5
"14662","Migut.H02160.v2.0",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0
"14663","Migut.H02161.v2.0",168,117,38,91,194,150,131,277,1397,54,1941,141,311,82,86,186,166,73,85,250,11,285
"14664","Migut.H02162.v2.0",623,675,85,275,343,364,189,590,2550,187,3500,415,1196,320,375,487,448,191,211,500,30,586
"14665","Migut.H02163.v2.0",81,82,10,97,109,30,45,96,753,24,1044,61,160,83,66,62,59,36,60,129,18,175
"14666","Migut.H02164.v2.0",0,1,1,4,0,1,6,0,16,0,35,2,1,1,1,3,0,0,0,2,0,2
"14667","Migut.H02165.v2.0",0,2,0,2,0,0,0,0,4,0,10,0,0,0,0,2,0,0,1,1,0,0
"14668","Migut.H02166.v2.0",0,0,0,1,0,0,3,0,2,0,2,0,0,1,0,0,2,1,0,5,1,3
"14669","Migut.H02167.v2.0",63,60,9,50,43,44,29,63,349,14,454,47,88,31,54,40,48,27,16,58,5,69
"14670","Migut.H02168.v2.0",35797,44395,4473,13992,29274,14286,20464,28563,187667,5414,245550,32064,67246,27520,26936,16688,19508,14425,10720,40973,3064,43097
"14671","Migut.H02169.v2.0",122,143,17,73,168,151,57,102,1152,58,1582,109,231,66,76,166,98,50,33,174,11,171
"14672","Migut.H02170.v2.0",0,1,0,0,1,0,0,0,13,0,13,0,0,0,0,0,0,0,0,0,0,1
"14673","Migut.H02171.v2.0",65,78,9,37,90,44,56,90,426,36,654,57,151,28,51,52,34,14,17,116,9,78
"14674","Migut.H02172.v2.0",160,162,22,59,97,106,63,114,719,44,962,60,350,51,65,178,107,53,104,136,4,123
"14675","Migut.H02173.v2.0",35,39,13,80,124,38,39,94,691,6,1008,22,50,38,43,48,37,23,20,79,7,190
"14676","Migut.H02174.v2.0",22,19,9,28,38,17,14,20,229,20,319,23,52,6,14,3,3,8,19,100,2,43
"14677","Migut.H02175.v2.0",82,132,9,26,124,105,39,167,559,30,835,52,146,43,60,120,100,56,37,137,8,253
"14678","Migut.H02176.v2.0",2,1,3,2,10,0,0,6,15,3,58,0,2,2,5,3,0,0,0,3,0,3
"14679","Migut.H02177.v2.0",17,39,5,25,100,15,10,10,484,20,672,12,44,12,23,13,8,11,4,52,5,99
"14680","Migut.H02178.v2.0",79,42,10,27,37,12,17,35,230,10,304,35,63,16,26,12,28,20,8,49,1,71
"14681","Migut.H02179.v2.0",166,176,28,158,200,86,86,165,1528,37,1833,93,288,85,119,90,95,42,52,207,16,289
"14682","Migut.H02180.v2.0",487,369,109,114,379,270,572,1108,1753,48,2137,752,896,701,631,272,136,169,164,568,31,205
"14683","Migut.H02181.v2.0",331,335,60,121,311,201,203,350,2118,71,3014,189,535,139,176,247,280,130,165,295,20,326
"14684","Migut.H02182.v2.0",2,5,1,9,24,3,2,10,163,1,217,5,8,3,10,0,1,2,0,2,2,17
"14685","Migut.H02183.v2.0",5,2,2,2,7,1,9,9,42,0,43,3,2,4,1,3,2,3,5,6,0,8
"14686","Migut.H02184.v2.0",239,261,33,176,151,193,143,294,1671,72,2319,230,802,152,268,183,180,79,74,258,12,261
"14687","Migut.H02185.v2.0",36,62,7,61,95,25,23,53,577,27,669,24,74,35,31,39,57,19,20,58,9,120
"14688","Migut.H02186.v2.0",2,3,0,1,6,0,0,1,10,0,18,0,1,1,1,3,1,0,0,7,0,21
"14689","Migut.H02187.v2.0",0,1,0,2,0,0,0,1,8,0,8,0,0,0,0,0,0,1,2,2,0,0
"14690","Migut.H02188.v2.0",591,765,92,567,920,427,443,869,6644,151,8719,528,1553,540,653,366,404,230,249,1011,49,1101
"14691","Migut.H02189.v2.0",45,69,13,53,33,45,18,60,272,7,343,38,157,55,53,28,50,22,16,64,3,107
"14692","Migut.H02190.v2.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14693","Migut.H02191.v2.0",81,104,23,63,128,67,87,120,696,6,946,65,186,94,66,90,81,43,36,91,8,182
"14694","Migut.H02192.v2.0",130,190,9,70,63,89,47,128,515,17,693,62,188,59,67,99,100,43,49,84,10,167
"14695","Migut.H02193.v2.0",0,1,0,0,1,1,2,4,23,5,18,0,3,1,0,2,0,0,1,3,0,1
"14696","Migut.H02194.v2.0",142,171,52,144,359,194,73,165,1560,95,2652,94,422,147,122,220,77,42,63,142,14,336
"14697","Migut.H02195.v2.0",1,7,2,0,7,1,5,7,14,0,32,2,5,1,8,0,1,1,3,6,0,14
"14698","Migut.H02196.v2.0",38,33,4,8,40,18,8,15,165,12,221,10,74,22,35,12,24,4,17,31,0,33
"14699","Migut.H02197.v2.0",0,3,0,2,12,2,4,5,65,1,99,3,6,1,3,0,0,0,0,0,0,3
"14700","Migut.H02198.v2.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14701","Migut.H02199.v2.0",47,51,4,40,51,24,34,91,489,6,601,45,94,14,37,25,45,13,11,52,1,97
"14702","Migut.H02200.v2.0",1,0,0,1,4,3,0,3,11,3,34,0,0,0,3,1,2,0,0,1,0,0
"14703","Migut.H02201.v2.0",1,1,0,0,8,0,1,0,29,1,31,0,4,0,1,2,0,2,0,4,0,5
"14704","Migut.H02202.v2.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14705","Migut.H02203.v2.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14706","Migut.H02204.v2.0",1,0,0,1,31,0,0,1,2,0,6,0,1,0,0,0,0,0,0,1,0,0
"14707","Migut.H02205.v2.0",362,262,57,35,81,35,32,139,1396,42,1921,27,294,21,49,167,204,152,128,254,27,271
"14708","Migut.H02206.v2.0",194,239,26,96,124,144,63,216,856,37,1290,187,377,82,119,145,116,77,65,99,12,265
"14709","Migut.H02207.v2.0",1847,2841,166,1076,1003,787,588,1553,7030,283,7544,1061,4272,936,1444,1204,1340,628,506,1296,81,2238
"14710","Migut.H02208.v2.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14711","Migut.H02209.v2.0",76,73,7,63,13,18,15,25,46,8,65,31,252,72,70,20,23,9,40,36,6,68
"14712","Migut.H02210.v2.0",0,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0
"14713","Migut.H02211.v2.0",198,336,41,177,455,203,127,260,2676,105,3927,131,488,166,180,164,164,99,133,500,18,431
"14714","Migut.H02212.v2.0",20,4,0,0,0,0,1,6,30,0,43,0,0,0,0,13,12,4,0,12,0,16
"14715","Migut.H02213.v2.0",207,169,40,84,102,118,79,179,756,43,1288,124,284,88,80,88,97,47,93,192,23,205
"14716","Migut.H02214.v2.0",502,729,77,642,343,295,403,541,2499,60,4004,289,614,318,290,236,239,137,152,386,42,681
"14717","Migut.H02215.v2.0",4,2,0,21,5,0,2,5,46,0,42,0,3,4,3,2,1,1,1,16,1,10
"14718","Migut.H02216.v2.0",523,346,70,160,220,70,105,275,1896,47,2765,61,250,41,82,642,408,275,201,694,58,445
"14719","Migut.H02217.v2.0",952,875,31,144,66,89,84,176,979,23,1355,184,547,141,157,238,106,102,82,225,20,308
"14720","Migut.H02218.v2.0",313,592,11,161,188,112,122,179,1926,37,2689,257,650,174,220,86,32,32,31,160,11,138
"14721","Migut.H02219.v2.0",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
