,genes,logFC,logCPM,PValue,FDR,log10p,sig
19700,Migut.L00011.v2.0,0.059167651,5.285524091,0.890754285,0.951971462,0.05024208,FALSE
13869,Migut.H01367.v2.0,-0.037761574,6.832239584,0.891038455,0.952169786,0.050103553,FALSE
20056,Migut.L00367.v2.0,-0.018057877,6.198994289,0.891187414,0.952223596,0.050030955,FALSE
1439,Migut.B00194.v2.0,0.038565021,5.712250738,0.891628518,0.952580038,0.049816049,FALSE
11002,Migut.F01994.v2.0,0.038802827,5.89369862,0.891729728,0.952580038,0.049766755,FALSE
11125,Migut.F02117.v2.0,-0.031372784,5.570013581,0.891816933,0.952580038,0.049724286,FALSE
4888,Migut.D00308.v2.0,-0.048359006,4.454754351,0.892008683,0.95267948,0.049630918,FALSE
19503,Migut.K01331.v2.0,0.015526542,5.320186393,0.892316534,0.952902883,0.04948106,FALSE
16654,Migut.J00377.v2.0,-0.052826633,5.579740024,0.892508947,0.952907118,0.049387422,FALSE
5422,Migut.D00842.v2.0,0.052009368,6.304494169,0.89251785,0.952907118,0.049383089,FALSE
18180,Migut.K00008.v2.0,0.031204409,7.279030282,0.892728201,0.953026336,0.049280746,FALSE
4295,Migut.C01127.v2.0,-0.014479555,4.806053926,0.893133615,0.953353744,0.049083565,FALSE
11122,Migut.F02114.v2.0,-0.060158782,5.447276724,0.89363192,0.953756117,0.048841327,FALSE
161,Migut.A00161.v2.0,0.026583251,7.507967231,0.893708098,0.953756117,0.048804307,FALSE
24278,Migut.N00495.v2.0,0.0815877,5.737088793,0.893912506,0.953756994,0.048704987,FALSE
10009,Migut.F01001.v2.0,-0.040146406,6.001728482,0.89401126,0.953756994,0.048657011,FALSE
23391,Migut.M01647.v2.0,0.03203966,7.695642911,0.894103328,0.953756994,0.048612289,FALSE
3548,Migut.C00380.v2.0,0.02837268,8.91862881,0.894103973,0.953756994,0.048611975,FALSE
18577,Migut.K00405.v2.0,0.034549355,5.881445989,0.894364806,0.953929858,0.048485299,FALSE
24846,Migut.N01063.v2.0,-0.116651079,4.205072804,0.894668502,0.954148396,0.048337852,FALSE
5403,Migut.D00823.v2.0,-0.097789316,7.564171228,0.894843651,0.954229808,0.048252839,FALSE
10034,Migut.F01026.v2.0,0.015606454,4.830169851,0.895021264,0.954313829,0.048166646,FALSE
26737,Migut.N02954.v2.0,0.050474165,5.634823227,0.895768563,0.954907923,0.047804183,FALSE
10525,Migut.F01517.v2.0,-0.049171442,6.251793936,0.895780699,0.954907923,0.0477983,FALSE
27686,Migut.O00527.v2.0,-0.087686194,3.994750577,0.895875094,0.954907923,0.047752537,FALSE
14840,Migut.H02338.v2.0,-0.039552495,7.605538227,0.89600655,0.954942639,0.047688816,FALSE
15731,Migut.I00670.v2.0,-0.020505518,7.369037353,0.896245045,0.955003789,0.047573232,FALSE
3849,Migut.C00681.v2.0,0.069500004,4.547150051,0.896356626,0.955003789,0.047519167,FALSE
13835,Migut.H01333.v2.0,-0.087709825,4.511208516,0.896360603,0.955003789,0.04751724,FALSE
746,Migut.A00746.v2.0,-0.041010999,4.647193788,0.896464732,0.955009368,0.047466791,FALSE
3079,Migut.B01834.v2.0,0.029180103,5.07363791,0.896770549,0.955139331,0.047318663,FALSE
