,genes,logFC,logCPM,PValue,FDR,log10p,sig
1871,Migut.B00626.v2.0,-0.419008658,6.245632363,0.121109677,0.3532203,0.916821153,FALSE
5188,Migut.D00608.v2.0,0.380883136,8.492091512,0.121174093,0.3532203,0.916590221,FALSE
5889,Migut.D01309.v2.0,0.41884341,6.231834518,0.1212531,0.3532203,0.916307149,FALSE
4954,Migut.D00374.v2.0,-0.360441964,4.832924603,0.121274302,0.3532203,0.916231216,FALSE
17676,Migut.J01399.v2.0,0.409028823,4.466048002,0.121275419,0.3532203,0.916227215,FALSE
24417,Migut.N00634.v2.0,0.316470796,5.531150508,0.121288031,0.3532203,0.916182054,FALSE
16828,Migut.J00551.v2.0,-0.260248996,8.112145725,0.1214286,0.35352306,0.915679012,FALSE
5561,Migut.D00981.v2.0,0.942407718,6.877752881,0.121499027,0.35362149,0.9154272,FALSE
8201,Migut.E01022.v2.0,-0.537565892,7.864275588,0.121540905,0.353636795,0.915277533,FALSE
493,Migut.A00493.v2.0,0.729685049,6.553004969,0.121579592,0.353642808,0.915139318,FALSE
23408,Migut.M01664.v2.0,0.296509387,5.557831717,0.121652021,0.353746935,0.914880671,FALSE
14061,Migut.H01559.v2.0,0.642494426,6.488734168,0.121805985,0.35408802,0.91433137,FALSE
3256,Migut.C00088.v2.0,-1.470153935,6.778524801,0.121941507,0.354375303,0.913848442,FALSE
13736,Migut.H01234.v2.0,-0.547412796,6.2490068,0.122053846,0.354417728,0.91344853,FALSE
9094,Migut.F00086.v2.0,-0.458800978,4.816602445,0.122133407,0.354417728,0.913165527,FALSE
18167,Migut.J01890.v2.0,-0.358866179,5.871177998,0.122189633,0.354417728,0.912965639,FALSE
11057,Migut.F02049.v2.0,0.472024135,5.773111705,0.122216035,0.354417728,0.912871809,FALSE
11512,Migut.G00362.v2.0,0.324761067,6.405010643,0.122229661,0.354417728,0.912823391,FALSE
17947,Migut.J01670.v2.0,-0.544152338,4.642662538,0.122242485,0.354417728,0.912777829,FALSE
10060,Migut.F01052.v2.0,-0.42316929,4.886567703,0.12225157,0.354417728,0.912745555,FALSE
26222,Migut.N02439.v2.0,0.430915744,5.449285305,0.12227859,0.354417728,0.912649579,FALSE
10865,Migut.F01857.v2.0,0.363757443,4.400495145,0.122286411,0.354417728,0.912621802,FALSE
15687,Migut.I00626.v2.0,-0.342433881,6.227267961,0.12233535,0.354423335,0.91244803,FALSE
21313,Migut.L01624.v2.0,-0.369482126,6.294347903,0.122396995,0.354423335,0.912229246,FALSE
18386,Migut.K00214.v2.0,0.384402138,4.761090434,0.122398449,0.354423335,0.912224085,FALSE
15672,Migut.I00611.v2.0,0.488045243,7.071768973,0.122480177,0.354553679,0.911934194,FALSE
